11 7 cm -f.wav,12 7 cm -1.wav,13 0 cm -f.wav,13 6 cm -f.wav,14 3 cm -1.wav,14 6 cm -f.wav,16 0 cm -1.wav,17 6 cm -1.wav,19 6 cm -1.wav
5.680625,5.409791666666667,5.346791666666666,5.308791666666667,3.512958333333333,5.265041666666667,3.7860416666666667,4.169625,3.7562083333333334
5.821291666666666,5.548708333333333,5.483875,5.440625,3.579125,5.330041666666666,3.847125,4.292625,3.799125
5.959208333333334,5.695375,5.627625,5.569208333333333,3.674541666666667,5.424708333333333,3.9229583333333333,4.384458333333333,3.8445416666666667
6.100125,5.831125,5.761541666666667,5.711625,3.7684583333333332,5.519125,4.004541666666666,4.527625,3.888375
6.238291666666667,5.970375,5.903291666666667,5.839875,3.805875,5.625208333333333,4.082125,4.632291666666666,3.931791666666667
6.379125,6.117291666666667,6.049291666666667,5.967791666666667,3.855958333333333,5.696125,4.171875,4.742375,3.976875
6.517291666666667,6.253708333333333,6.186375,6.107625,3.8899583333333334,5.7679583333333335,4.296375,4.847958333333334,4.017041666666667
6.6582083333333335,6.405541666666666,6.464458333333333,6.234541666666667,3.946375,5.957708333333334,4.383208333333333,4.934541666666667,4.149791666666666
6.796291666666667,6.541541666666666,6.605208333333334,6.363541666666666,4.034458333333333,6.112875,4.475208333333334,5.044708333333333,4.192125
6.937125,6.6782916666666665,6.742541666666667,6.504958333333334,4.093208333333333,6.231458333333333,4.572875,5.144375,4.238708333333333
7.075625,6.819875,6.884458333333333,6.629458333333333,4.165291666666667,6.410125,4.651458333333333,5.2880416666666665,4.288208333333333
7.216458333333334,6.960875,7.019958333333333,6.769291666666667,4.228125,6.587625,4.7335416666666665,5.3955416666666665,4.328125
7.354291666666667,7.245125,7.168458333333334,6.905541666666666,4.315541666666666,6.684208333333333,4.864958333333333,5.498625,4.412208333333333
7.497375,7.383708333333334,7.300708333333334,7.038541666666666,4.414875,6.755458333333333,5.000291666666667,5.572041666666666,4.458541666666667
7.635291666666666,7.671958333333333,7.437625,7.174875,4.499958333333334,6.868125,5.074875,5.660791666666666,4.505458333333333
7.774625,7.808875,7.582708333333334,7.310458333333333,4.592125,7.029625,5.139458333333334,5.756458333333334,4.545708333333334
7.912708333333334,7.950625,7.722375,7.435125,4.739625,7.136875,5.271958333333333,5.816041666666667,4.633291666666667
8.053875,8.091625,7.861791666666667,7.572958333333333,4.835791666666666,7.328708333333333,5.3537083333333335,5.889708333333333,4.7247916666666665
8.193791666666666,8.238791666666666,7.997708333333334,7.695875,4.926041666666666,7.437208333333333,5.430041666666667,6.050125,4.769875
8.334958333333333,8.375791666666666,8.137791666666667,7.836125,4.997041666666667,7.553791666666666,5.487625,6.224625,4.815125
8.471625,8.516375,8.275291666666666,7.9634583333333335,5.097208333333334,7.738541666666666,5.532541666666667,6.311375,4.861958333333333
8.611875,8.657125,8.418375,8.081875,5.197041666666666,7.9067083333333334,5.604125,6.4227083333333335,4.903791666666667
8.750375,8.800791666666667,8.554375,8.211375,5.261875,8.085791666666667,5.692875,6.507791666666667,4.945708333333333
8.891708333333334,8.942625,8.833958333333333,8.351958333333334,5.336458333333334,8.273958333333333,5.758708333333334,6.605291666666667,4.9892916666666665
9.030791666666667,9.086041666666667,8.974791666666667,8.483625,5.489458333333333,8.383291666666667,5.835208333333333,6.711458333333334,5.036125
9.174375,9.227458333333333,9.119458333333334,8.595791666666667,5.588541666666667,8.498041666666667,5.912541666666667,6.8192916666666665,5.081625
9.311541666666667,9.368791666666667,9.258291666666667,8.705708333333334,5.667125,8.607958333333332,5.982541666666667,6.925958333333333,5.176291666666667
9.448541666666667,9.515791666666667,9.399125,8.841625,5.764125,8.728208333333333,6.051625,7.027625,5.219458333333334
9.588791666666667,9.653708333333332,9.536708333333333,8.972625,5.831541666666666,8.814458333333333,6.125875,7.194958333333333,5.262708333333333
9.728208333333333,9.796041666666667,9.678541666666666,9.109458333333333,5.920041666666667,8.926875,6.1894583333333335,7.264875,5.307458333333333
9.868625,9.936375,9.823041666666667,9.247625,5.996541666666666,9.008958333333334,6.275875,7.3602083333333335,5.392375
10.008541666666666,10.079541666666668,9.962541666666667,9.380875,6.101875,9.123791666666667,6.351541666666667,7.463708333333333,5.438125
10.149041666666667,10.219541666666666,10.099041666666666,9.502708333333333,6.192541666666667,9.321541666666667,6.434125,7.584791666666667,5.534458333333333
10.291708333333334,10.507708333333333,10.236458333333333,9.637791666666667,6.284291666666666,9.404958333333333,6.519291666666667,7.673125,5.570625
10.427041666666666,10.644625,10.381458333333333,9.769875,6.3537083333333335,9.520125,6.599958333333333,7.742291666666667,5.612541666666667
10.567458333333333,10.787291666666667,10.518208333333334,9.914625,6.444625,9.703708333333333,6.750958333333333,7.847041666666667,5.655541666666666
10.708208333333333,10.929458333333333,10.659625,10.044541666666667,6.526458333333333,9.809791666666667,6.809458333333334,7.922875,5.699125
10.847291666666667,11.070958333333333,10.801125,10.185708333333332,6.621208333333334,10.058875,6.891208333333333,8.010291666666667,5.789625
10.986291666666666,11.212958333333333,10.937708333333333,10.316208333333334,6.719625,10.137291666666666,7.126291666666667,8.094791666666667,5.8352916666666665
11.127458333333333,11.356625,11.079041666666667,10.438458333333333,6.780625,10.229041666666667,7.206458333333333,8.212791666666666,5.881291666666667
11.268375,11.496541666666667,11.219791666666667,10.570375,6.869208333333333,10.318875,7.292708333333334,8.283541666666666,5.927458333333333
11.407625,11.639041666666667,11.356375,10.703041666666667,6.965875,10.422458333333333,7.358958333333334,8.388458333333332,5.972791666666667
11.547458333333333,11.781041666666667,11.499958333333334,10.843791666666666,7.055875,10.500041666666666,7.443708333333333,8.460125,6.016791666666666
11.686708333333334,11.923708333333334,11.639375,10.977125,7.1189583333333335,10.615625,7.527625,8.567625,6.058625
11.827291666666667,12.070208333333333,11.776125,11.114291666666666,7.205791666666666,10.715958333333333,7.622708333333334,8.740291666666666,6.147541666666666
11.966625,12.207708333333333,11.921041666666667,11.250708333333334,7.312125,10.801625,7.709291666666667,8.846375,6.234875
12.107458333333334,12.349041666666666,12.060625,11.390875,7.383125,10.910791666666666,7.792041666666667,8.940625,6.281541666666667
12.245708333333333,12.490541666666667,12.203958333333333,11.523875,7.481208333333333,10.988958333333333,7.884458333333333,9.037208333333334,6.367625
12.386791666666667,12.644041666666666,12.338791666666667,11.660625,7.580958333333333,11.089041666666667,7.935791666666667,9.143625,6.412125
12.525958333333334,12.775291666666666,12.480041666666667,11.801208333333333,7.640958333333334,11.184958333333332,8.032875,9.228791666666666,6.455375
12.666541666666667,12.914208333333333,12.623208333333332,11.931125,7.706458333333333,11.285875,8.101541666666666,9.330041666666666,6.539541666666667
12.804791666666667,13.061208333333333,12.760958333333333,12.054458333333333,7.801458333333334,11.406958333333334,8.182458333333333,9.406708333333333,6.6277083333333335
12.946708333333333,13.202541666666667,12.899791666666667,12.182458333333333,7.862125,11.483041666666667,8.288458333333333,9.505791666666667,6.677375
13.085125,13.340875,13.042875,12.319291666666667,7.956291666666667,11.592458333333333,8.365875,9.615375,6.716208333333333
13.224791666666667,13.482875,13.181208333333334,12.454375,8.020625,11.679708333333334,8.427708333333333,9.713041666666667,6.761291666666667
13.364041666666667,13.625708333333334,13.318791666666666,12.576375,8.040458333333333,11.793041666666667,8.479458333333334,9.857625,6.846791666666666
13.504791666666666,13.770625,13.468375,12.703291666666667,8.132041666666666,11.896291666666666,8.572041666666667,9.961708333333334,6.893458333333333
13.643958333333334,13.910291666666666,13.601708333333333,12.839791666666667,8.190458333333334,12.014791666666667,8.648041666666666,10.066458333333333,6.940041666666667
13.783708333333333,14.057375,13.741708333333333,12.977208333333333,8.279958333333333,12.114625,8.727625,10.174541666666666,6.984875
13.922958333333334,14.194708333333333,13.890791666666667,13.118375,8.373958333333333,12.202375,8.890625,10.290125,7.029125
14.065625,14.477458333333333,14.022208333333333,13.249791666666667,8.469125,12.314458333333333,8.995458333333334,10.396958333333334,7.0692916666666665
14.207875,14.625208333333333,14.163541666666667,13.372041666666666,8.534958333333334,12.386958333333334,9.067458333333333,10.510791666666666,7.116208333333334
14.343708333333334,14.762041666666667,14.444041666666667,13.503958333333333,8.626625,12.493791666666667,9.151791666666666,10.610958333333333,7.158875
14.483041666666667,14.909208333333334,14.582958333333334,13.635708333333334,8.700541666666666,12.670875,9.216708333333333,10.670208333333333,7.204791666666667
14.623125,15.048041666666666,14.865791666666667,13.779791666666666,8.797625,12.849875,9.297375,10.731125,7.251375
14.767458333333334,15.188958333333334,15.145708333333333,13.908958333333333,8.883041666666667,13.040708333333333,9.394208333333333,10.835375,7.299041666666667
14.904291666666667,15.331291666666667,15.287375,14.041791666666667,8.977541666666667,13.122958333333333,9.550041666666667,10.924875,7.341958333333333
15.041791666666667,15.473958333333334,15.570125,14.174458333333334,9.077541666666667,13.205958333333333,9.606458333333334,10.997125,7.385875
15.182541666666667,15.758625,15.714125,14.314458333333333,9.139958333333333,13.309208333333334,9.689875,11.097208333333333,7.467125
15.327291666666667,15.905708333333333,15.852791666666667,14.446708333333333,9.228958333333333,13.472708333333333,9.788041666666667,11.189958333333333,7.600708333333333
15.462291666666667,16.042875,15.994041666666666,14.574958333333333,9.315291666666667,13.556041666666667,9.843958333333333,11.256875,7.643875
15.602041666666667,16.189958333333333,16.136708333333335,14.714291666666666,9.410791666666666,13.670791666666666,9.874291666666666,11.358458333333333,7.734625
15.747625,16.331708333333335,16.277958333333334,14.844541666666666,9.476458333333333,13.772875,9.972541666666666,11.452125,7.8209583333333335
15.881875,16.470625,16.424958333333333,14.981208333333333,9.564958333333333,13.919458333333333,10.054625,11.514541666666666,7.863791666666667
16.023125,16.616541666666667,16.559791666666666,15.114541666666666,9.642625,14.041708333333334,10.131958333333333,11.617625,7.908125
16.161875,16.755708333333335,16.700291666666665,15.239208333333334,9.748958333333333,14.116375,10.198041666666667,11.688958333333334,7.951791666666667
16.30420833333333,16.904708333333332,16.846375,15.378791666666666,9.841125,14.200958333333332,10.273291666666667,11.772791666666667,8.083791666666666
16.442625,17.043458333333334,16.985708333333335,15.509541666666667,9.930958333333333,14.317458333333333,10.413708333333334,11.881375,8.128791666666666
16.584375,17.182958333333332,17.133708333333335,15.642041666666668,9.994375,14.419625,10.511541666666666,11.990791666666667,8.175625
16.722875,17.324958333333335,17.27145833333333,15.778541666666667,10.084875,14.502791666666667,10.564541666666667,12.094375,8.222875
16.869291666666665,17.468291666666666,17.413541666666667,15.900291666666666,10.179458333333333,14.616375,10.611875,12.201291666666666,8.268791666666667
17.003541666666667,17.610291666666665,17.557625,16.036791666666666,10.273791666666666,14.689708333333334,10.760291666666667,12.303625,8.313458333333333
17.145458333333334,17.753708333333332,17.693791666666666,16.167458333333332,10.338958333333334,14.796958333333333,10.844541666666666,12.411291666666667,8.358291666666666
17.284541666666666,17.896958333333334,17.843208333333333,16.304625,10.431041666666667,14.874458333333333,10.928208333333334,12.517041666666668,8.446875
17.431041666666665,18.038958333333333,17.976958333333332,16.440958333333334,10.505041666666667,14.975541666666667,11.024458333333333,12.619291666666667,8.490791666666667
17.564541666666667,18.180958333333333,18.116041666666668,16.581875,10.594541666666666,15.097625,11.189291666666668,12.675041666666667,8.533375
17.705458333333333,18.324125,18.263125,16.710875,10.771375,15.196791666666666,11.273958333333333,12.741208333333333,8.576291666666666
17.844458333333332,18.467625,18.399291666666667,16.848541666666666,10.837958333333333,15.360958333333333,11.366791666666666,12.823208333333334,8.619958333333333
17.990625,18.609125,18.537875,16.989708333333333,10.927625,15.443958333333333,11.458291666666666,12.934708333333333,8.664041666666666
18.124791666666667,18.753458333333334,18.689625,17.121458333333333,11.021791666666667,15.558291666666667,11.551291666666666,13.036375,8.707791666666667
18.266125,18.893875,18.822125,17.244458333333334,11.114708333333333,15.662875,11.727791666666667,13.095041666666667,8.751208333333333
18.411958333333335,19.040125,18.963291666666667,17.371125,11.178458333333333,15.829041666666667,11.882708333333333,13.152791666666667,8.794708333333332
18.545458333333332,19.17845833333333,19.113791666666668,17.507458333333332,11.267625,15.918041666666667,12.013125,13.255625,8.882375
18.683791666666668,19.324208333333335,19.245625,17.651625,11.364875,16.023208333333333,12.143208333333334,13.361375,8.926125
18.825125,19.460791666666665,19.388958333333335,17.781208333333332,11.451541666666667,16.145291666666665,12.281541666666667,13.464541666666667,8.969208333333333
18.963875,19.602291666666666,19.531791666666667,17.919041666666665,11.521708333333333,16.228125,12.421041666666667,13.559458333333334,9.013791666666666
19.105291666666666,19.745625,19.674708333333335,18.067541666666667,11.622541666666667,16.344375,12.513208333333333,13.617791666666667,9.056125
19.245291666666667,19.888791666666666,19.820208333333333,18.193458333333332,11.721958333333333,16.438291666666668,12.578125,13.700458333333334,9.099625
19.386375,20.030041666666666,19.955625,18.337375,11.783708333333333,16.537875,12.662791666666667,13.755291666666666,9.143875
19.522791666666667,20.176291666666668,20.097125,18.465958333333333,11.855625,16.624875,12.755541666666666,13.831041666666666,9.248291666666667
19.667625,20.314208333333333,20.247125,18.596625,11.918791666666667,16.735291666666665,12.814791666666666,13.895291666666667,9.312791666666667
19.810708333333334,20.461125,20.38254166666667,18.736791666666665,12.006208333333333,16.838958333333334,12.856458333333334,13.987708333333334,9.367291666666667
19.942041666666668,20.59979166666667,20.524958333333334,18.870125,12.111791666666667,16.938958333333332,12.952541666666667,14.075291666666667,9.522791666666667
20.083375,20.742041666666665,20.666208333333334,18.997458333333334,12.178291666666667,17.028375,13.039375,14.185208333333334,9.577875
20.225208333333335,20.887625,20.810708333333334,19.133958333333332,12.268875,17.101875,13.129375,14.285375,9.633125
20.364208333333334,21.027208333333334,20.945208333333333,19.266041666666666,12.437708333333333,17.217125,13.272375,14.423041666666666,9.698875
20.510958333333335,21.174458333333334,21.087041666666668,19.404541666666667,12.524125,17.318375,13.364458333333333,14.487791666666666,9.753958333333333
20.644875,21.312208333333334,21.231625,19.539458333333332,12.614875,17.483458333333335,13.437125,14.575791666666667,9.890208333333334
20.791541666666667,21.454958333333334,21.36595833333333,19.671541666666666,12.694041666666667,17.563208333333332,13.519625,14.771875,9.935541666666667
20.926208333333335,21.602458333333335,21.508125,19.809208333333334,12.786375,17.661708333333333,13.598958333333334,14.869125,9.980041666666667
21.072625,21.74020833333333,21.650125,19.951875,12.878375,17.772708333333334,13.690875,14.932875,10.028875
21.206458333333334,21.887208333333334,21.787875,20.086541666666665,12.971208333333333,17.883208333333332,13.823125,15.021791666666667,10.067208333333333
21.353375,22.022625,21.932791666666667,20.223125,13.034375,18.002291666666668,13.949458333333334,15.126208333333333,10.110458333333334
21.487375,22.164375,22.077708333333334,20.346291666666666,13.114958333333334,18.110958333333333,14.040208333333334,15.187541666666666,10.154625
21.634541666666667,22.307458333333333,22.358875,20.484875,13.189625,18.219958333333334,14.155625,15.281291666666666,10.199291666666667
21.768458333333335,22.453708333333335,22.503458333333334,20.615458333333333,13.286791666666666,18.336541666666665,14.244791666666666,15.369458333333334,10.244625
21.915625,22.592291666666668,22.650458333333333,20.753375,13.392375,18.445625,14.346125,15.482708333333333,10.287791666666667
22.049708333333335,22.739541666666668,22.785125,20.896625,13.443791666666666,18.55570833333333,14.434791666666667,15.588875,10.331208333333333
22.196875,22.876458333333332,22.925875,21.024125,13.517625,18.673791666666666,14.522208333333333,15.658125,10.375041666666666
22.330958333333335,23.020125,23.066958333333332,21.153291666666668,13.577041666666666,18.777875,14.605125,15.758958333333334,10.424875
22.477875,23.162458333333333,23.211625,21.292708333333334,13.640125,18.886375,14.692625,15.856041666666666,10.463458333333334
22.611875,23.305458333333334,23.350791666666666,21.422208333333334,13.739041666666667,19.005791666666667,14.751875,15.916458333333333,10.507208333333333
22.759125,23.447208333333332,23.492625,21.556625,13.803625,19.114458333333335,14.893625,16.004708333333333,10.595958333333334
22.893125,23.590125,23.637458333333335,21.698125,13.812625,19.229291666666665,14.961708333333334,16.105125,10.682458333333333
23.040375,23.732541666666666,23.776208333333333,21.836541666666665,13.908958333333333,19.339541666666666,15.082291666666666,16.231375,10.725541666666667
23.174291666666665,23.875541666666667,23.920625,21.968125,13.996125,19.461791666666667,15.169541666666667,16.308291666666666,10.768458333333333
23.321458333333332,24.018958333333334,24.054875,22.090291666666666,14.091041666666667,19.548375,15.390375,16.424125,10.856625
23.455625,24.160375,24.198208333333334,22.225458333333332,14.155958333333333,19.662875,15.485958333333333,16.505875,10.900791666666667
23.602875,24.30345833333333,24.343291666666666,22.358291666666666,14.245875,19.739041666666665,15.545208333333333,16.547291666666666,10.943625
23.737041666666666,24.444958333333332,24.477958333333333,22.498708333333333,14.337458333333334,19.847375,15.656375,16.637625,10.983125
23.883875,24.587958333333333,24.619625,22.631208333333333,14.434875,19.953791666666667,15.781208333333334,16.706875,11.029375
24.017875,24.728875,24.907041666666668,22.762958333333334,14.525291666666666,20.071958333333335,15.848708333333333,16.805791666666668,11.073958333333334
24.165125,24.873041666666666,25.046041666666667,22.902958333333334,14.623041666666667,20.173708333333334,15.944625,16.877791666666667,11.118958333333333
24.299375,25.013125,25.190208333333334,23.03804166666667,14.704291666666666,20.266041666666666,16.034958333333332,16.964708333333334,11.164041666666666
24.446375,25.160125,25.329958333333334,23.175541666666668,14.799291666666667,20.327208333333335,16.123791666666666,17.078875,11.209041666666666
24.580375,25.297708333333333,25.472208333333334,23.317208333333333,14.869208333333333,20.425708333333333,16.183458333333334,17.180041666666668,11.251875
24.727458333333335,25.440625,25.613625,23.447875,14.966291666666667,20.508375,16.247208333333333,17.293458333333334,11.336958333333333
24.861625,25.58545833333333,25.754041666666666,23.572375,15.066208333333334,20.620291666666667,16.315125,17.392041666666668,11.382625
25.008958333333332,25.726208333333332,25.893208333333334,23.700375,15.135791666666666,20.793541666666666,16.409541666666666,17.563291666666668,11.428875
25.143208333333334,25.875291666666666,26.04029166666667,23.836375,15.227708333333334,20.889625,16.488041666666668,17.728375,11.475125
25.290125,26.012541666666667,26.183541666666667,23.972708333333333,15.305541666666667,21.055625,16.575541666666666,17.821041666666666,11.533291666666667
25.423875,26.154541666666667,26.314458333333334,24.110708333333335,15.402541666666666,21.141708333333334,16.686291666666666,17.891458333333333,11.567291666666666
25.571041666666666,26.302375,26.597625,24.237458333333333,15.494791666666666,21.258708333333335,16.760708333333334,17.991541666666667,11.659125
25.705208333333335,26.440041666666666,26.74020833333333,24.374875,15.571875,21.344291666666667,16.841541666666668,18.065208333333334,11.697458333333334
25.852625,26.589208333333332,26.88254166666667,24.509375,15.676375,21.460625,17.041708333333332,18.160041666666668,11.739208333333334
25.986708333333333,26.729208333333332,27.162458333333333,24.645541666666666,15.776208333333333,21.543291666666665,17.120875,18.259458333333335,11.831208333333333
26.133791666666667,26.867791666666665,27.305541666666667,24.765458333333335,15.845291666666666,21.625625,17.19504166666667,18.351041666666667,11.875208333333333
26.268125,27.011375,27.442291666666666,24.902958333333334,15.940625,21.726625,17.285375,18.489375,12.047458333333333
26.415458333333333,27.153291666666668,27.585958333333334,25.034541666666666,16.041625,21.884708333333332,17.449291666666667,18.587458333333334,12.092625
26.549541666666666,27.296541666666666,27.724875,25.176625,16.127708333333334,21.987875,17.508791666666667,18.705708333333334,12.141625
26.696625,27.438958333333332,28.009875,25.309458333333332,16.190791666666666,22.17920833333333,17.585875,18.810541666666666,12.180208333333333
26.830375,27.581291666666665,28.295125,25.440791666666666,16.253041666666668,22.265875,17.717208333333332,18.909541666666666,12.223625
26.977458333333335,27.724541666666667,28.437958333333334,25.578458333333334,16.345208333333332,22.385958333333335,17.870291666666667,18.969541666666668,12.267458333333334
27.111625,27.868041666666667,28.576208333333334,25.722291666666667,16.413375,22.453041666666667,17.947208333333332,19.054708333333334,12.311375
27.258791666666667,28.010041666666666,28.871125,25.855125,16.512375,22.536291666666667,18.030125,19.158625,12.355791666666667
27.393041666666665,28.153625,29.013125,25.993791666666667,16.612541666666665,22.657875,18.104791666666667,19.227625,12.400375
27.54029166666667,28.295625,29.149208333333334,26.127708333333334,16.675791666666665,22.733541666666667,18.182875,19.328791666666667,12.444875
27.674291666666665,28.438958333333332,29.292791666666666,26.261791666666667,16.747708333333332,22.809625,18.271541666666668,19.399791666666665,12.489208333333334
27.821458333333332,28.580875,29.432291666666668,26.397541666666665,16.808541666666667,22.892458333333334,18.349291666666666,19.492708333333333,12.533791666666668
27.955791666666666,28.724375,29.57229166666667,26.536208333333335,16.892958333333333,22.992375,18.435625,19.595458333333333,12.577375
28.102875,28.866125,29.716625,26.672375,17.001958333333334,23.081375,18.516291666666667,19.655125,12.619958333333333
28.236791666666665,29.009708333333332,29.862625,26.811458333333334,17.084458333333334,23.162791666666667,18.603041666666666,19.728708333333334,12.662708333333333
28.384208333333333,29.150708333333334,29.998708333333333,26.947541666666666,17.185291666666668,23.279541666666667,18.694708333333335,19.805041666666668,12.707041666666667
28.518291666666666,29.292291666666667,30.141375,27.077041666666666,17.290875,23.362375,18.790375,19.901375,12.751791666666668
28.665708333333335,29.434041666666666,30.431541666666668,27.209125,17.372625,23.443625,18.92920833333333,19.972791666666666,12.795291666666667
28.799625,29.581375,30.56854166666667,27.348125,17.467125,23.545291666666667,19.016708333333334,20.059541666666668,12.843875
28.94654166666667,29.719125,30.854958333333332,27.485708333333335,17.560541666666666,23.701125,19.081625,20.165375,12.887458333333333
29.080708333333334,29.862125,30.997708333333332,27.624208333333332,17.635791666666666,23.794458333333335,19.169625,20.257625,12.929791666666667
29.230791666666665,30.004291666666667,31.282791666666668,27.762625,17.734375,23.894208333333335,19.251208333333334,20.352875,13.015875
29.362375,30.14795833333333,31.422458333333335,27.895041666666668,17.831708333333335,23.97479166666667,19.340208333333333,20.428541666666668,13.060458333333333
29.510541666666665,30.290208333333332,31.567625,28.033541666666668,17.888708333333334,24.079291666666666,19.436708333333332,20.521208333333334,13.149208333333334
29.643125,30.432958333333332,31.707291666666666,28.169875,17.961458333333333,24.142875,19.533625,20.580625,13.194958333333334
29.790875,30.576208333333334,31.853208333333335,28.307625,18.023125,24.200958333333332,19.621875,20.661708333333333,13.238708333333333
29.924458333333334,30.716041666666666,31.995291666666667,28.437291666666667,18.111958333333334,24.293375,19.711041666666667,20.757875,13.281708333333333
30.073208333333334,31.001541666666668,32.130291666666665,28.574958333333335,18.222625,24.379875,19.836291666666668,20.894458333333333,13.324458333333334
30.205791666666666,31.144041666666666,32.27920833333334,28.708375,18.290625,24.470208333333332,19.907041666666668,21.044375,13.366041666666666
30.356708333333334,31.283625,32.412625,28.836875,18.387708333333332,24.545291666666667,19.998625,21.153125,13.411375
