5 4 cm -f DENOISE.wav,5 4 cm -f.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav
10.267708333333333,10.267708333333333,8.371041666666667,7.990875,8.223708333333333,6.632958333333334,8.023291666666667,6.260791666666667,9.585125,9.585125,8.144708333333334,8.144708333333334,6.771375
10.576541666666667,10.576541666666667,8.610958333333333,8.218375,8.654208333333333,6.832291666666666,8.200625,6.447375,9.771958333333334,9.771958333333334,8.334458333333334,8.334458333333334,6.923291666666667
10.887625,10.887625,8.850625,8.432375,8.889958333333333,7.0317083333333334,8.377791666666667,6.6334583333333335,9.963625,9.963625,8.523541666666667,8.523541666666667,7.078875
11.197791666666667,11.197791666666667,9.090541666666667,8.649458333333333,9.111125,7.230875,8.552875,6.824041666666667,10.149875,10.149875,8.710625,8.710625,7.232291666666667
11.508708333333333,11.508708333333333,9.330541666666667,8.889958333333333,9.347625,7.430125,8.733291666666666,7.0147916666666665,10.337708333333333,10.337708333333333,9.075958333333332,9.075958333333332,7.385125
11.821208333333333,11.821208333333333,9.571291666666667,9.109458333333333,9.578708333333333,7.629541666666666,8.907458333333333,7.202458333333333,10.702791666666666,10.702791666666666,9.443458333333334,9.443458333333334,7.535958333333333
12.132041666666666,12.132041666666666,9.810375,9.345291666666666,9.807708333333334,7.829041666666667,9.086708333333334,7.3937083333333335,11.243458333333333,11.243458333333333,9.807791666666667,9.807791666666667,7.689875
12.445375,12.445375,10.049875,9.577125,10.238375,8.028291666666666,9.263708333333334,7.582291666666666,11.609541666666667,11.609541666666667,9.995458333333334,9.995458333333334,7.8425416666666665
12.756625,12.756625,10.290458333333333,9.807041666666667,10.476208333333334,8.228041666666666,9.440458333333334,7.770208333333334,11.792625,11.792625,10.184125,10.184125,7.995458333333334
13.068375,13.068375,10.530125,10.019625,10.706625,8.427375,9.618041666666667,7.961541666666666,12.157875,12.157875,10.374291666666666,10.374291666666666,8.145958333333333
13.380708333333333,13.380708333333333,10.770958333333333,10.236375,10.937708333333333,8.626708333333333,9.791125,8.148875,12.340208333333333,12.340208333333333,10.558458333333334,10.558458333333334,8.300291666666666
13.693375,13.693375,11.013458333333332,10.475291666666667,11.411958333333333,8.826458333333333,9.972041666666666,8.336375,12.698041666666667,12.698041666666667,10.746708333333334,10.746708333333334,8.455041666666666
14.003458333333333,14.003458333333333,11.251625,10.701208333333334,11.859458333333333,9.025958333333334,10.144541666666667,8.527458333333334,12.880958333333334,12.880958333333334,10.934541666666666,10.934541666666666,8.607875
14.313625,14.313625,11.491875,10.937708333333333,12.094958333333333,9.225041666666666,10.324791666666666,8.713791666666667,13.071375,13.071375,11.310458333333333,11.310458333333333,8.757708333333333
14.620541666666666,14.620541666666666,11.733958333333334,11.173041666666666,12.765375,9.424708333333333,10.500375,8.899125,13.260291666666667,13.260291666666667,11.678541666666666,11.678541666666666,8.911791666666666
14.925041666666667,14.925041666666667,11.974958333333333,11.403375,12.997541666666667,9.624291666666666,10.677208333333333,9.089541666666667,13.445708333333334,13.445708333333334,11.865208333333333,11.865208333333333,9.066291666666666
15.231625,15.231625,12.212625,11.625541666666667,13.430125,9.823708333333334,10.853458333333334,9.280625,13.627291666666666,13.627291666666666,12.056958333333334,12.056958333333334,9.220291666666666
15.534875,15.534875,12.453958333333333,11.857125,13.667208333333333,10.023125,11.031041666666667,9.471958333333333,13.980125,13.980125,12.435708333333332,12.435708333333332,9.373958333333333
15.841041666666667,15.841041666666667,12.695125,12.094458333333334,13.898708333333333,10.222541666666666,11.208208333333333,9.663291666666666,14.168541666666666,14.168541666666666,12.807625,12.807625,9.528375
16.144125,16.144125,12.935041666666667,12.526791666666666,14.301875,10.422125,11.384458333333333,9.854375,14.539208333333333,14.539208333333333,12.998875,12.998875,9.679958333333333
16.446708333333333,16.446708333333333,13.173875,12.762041666666667,14.317625,10.621875,11.561625,10.040375,15.079958333333334,15.079958333333334,13.191041666666667,13.191041666666667,9.834708333333333
16.750958333333333,16.750958333333333,13.414958333333333,12.997541666666667,14.355958333333334,10.821291666666667,11.738791666666666,10.225791666666666,15.433791666666666,15.433791666666666,13.384541666666667,13.384541666666667,9.989625
17.053375,17.053375,13.655375,13.429625,14.498291666666667,11.020708333333333,11.915458333333333,10.415958333333334,15.621208333333334,15.621208333333334,13.732875,13.732875,10.143875
17.354875,17.354875,13.895375,13.667125,14.588875,11.220208333333334,12.093125,10.607375,15.811458333333333,15.811458333333333,14.102875,14.102875,10.297458333333333
17.657958333333333,17.657958333333333,14.137708333333334,13.901208333333333,14.732375,11.419875,12.269708333333334,10.798125,15.997791666666666,15.997791666666666,14.290125,14.290125,10.452375
17.960125,17.960125,14.378458333333333,14.140291666666666,14.765541666666667,11.619208333333333,12.446458333333334,10.986375,16.181541666666668,16.181541666666668,14.479125,14.479125,10.600458333333334
18.263125,18.263125,14.617875,14.372291666666667,15.023375,11.818625,12.624458333333333,11.177708333333333,16.535208333333333,16.535208333333333,14.667625,14.667625,10.753791666666666
18.565875,18.565875,14.858625,14.601875,15.263125,12.018125,12.800791666666667,11.369375,16.724625,16.724625,15.043875,15.043875,10.908541666666666
18.868791666666667,18.868791666666667,15.100458333333334,14.820541666666667,15.494791666666666,12.217708333333333,12.977708333333334,11.556125,16.907458333333334,16.907458333333334,15.232041666666667,15.232125,11.063708333333333
19.170291666666667,19.170291666666667,15.340125,15.257791666666666,15.722458333333334,12.418208333333334,13.155958333333333,11.741458333333334,17.261291666666665,17.261291666666665,15.425875,15.425875,11.217458333333333
19.472458333333332,19.472458333333332,15.582125,15.490375,15.944875,12.616708333333333,13.332291666666666,11.931708333333333,17.456541666666666,17.456541666666666,15.789958333333333,15.789958333333333,11.372291666666667
19.774541666666668,19.774541666666668,15.823291666666666,15.738375,16.180041666666668,12.816375,13.509125,12.123125,17.63404166666667,17.63404166666667,15.976041666666667,15.976041666666667,11.526291666666667
20.076541666666667,20.076541666666667,16.062708333333333,15.971041666666666,16.353791666666666,13.016708333333334,13.687791666666667,12.312375,17.993125,17.993125,16.166708333333332,16.166708333333332,11.679791666666667
20.378541666666667,20.378541666666667,16.303708333333333,16.182041666666667,16.415208333333332,13.215541666666667,13.864125,12.500541666666667,18.175375,18.175375,16.358041666666665,16.358041666666665,11.829125
20.680791666666668,20.680791666666668,16.545625,16.402375,16.616875,13.414875,14.041208333333334,12.692041666666666,18.367875,18.367875,16.544208333333334,16.544208333333334,11.984291666666667
20.982958333333332,20.982958333333332,16.785625,16.642458333333334,16.853708333333334,13.615375,14.221875,12.879625,18.558625,18.558625,16.733458333333335,16.733458333333335,12.137708333333334
21.283875,21.283875,17.026625,16.879041666666666,17.085208333333334,13.814208333333333,14.399375,13.066541666666666,18.737041666666666,18.737041666666666,16.924875,16.924875,12.293208333333334
21.585375,21.585375,17.268958333333334,17.094125,17.321208333333335,14.014708333333333,14.573208333333334,13.257125,19.091458333333332,19.091458333333332,17.107458333333334,17.107458333333334,12.447458333333334
21.888125,21.888125,17.508791666666667,17.328375,17.762208333333334,14.213041666666667,14.751625,13.448708333333334,19.282958333333333,19.282958333333333,17.304291666666668,17.304291666666668,12.603041666666666
22.188541666666666,22.188541666666666,17.751375,17.542541666666665,17.996625,14.412625,14.930875,13.638875,19.473791666666667,19.473791666666667,17.490458333333333,17.490458333333333,12.756541666666667
22.491958333333333,22.491958333333333,17.991041666666668,17.765541666666667,18.232458333333334,14.612375,15.105625,13.828958333333333,19.651125,19.651125,17.861875,17.861875,12.908291666666667
22.793708333333335,22.793708333333335,18.232291666666665,18.004708333333333,18.617958333333334,14.811708333333334,15.283708333333333,14.017958333333333,20.014125,20.014125,18.225791666666666,18.225791666666666,13.058375
23.094625,23.094625,18.473541666666666,18.238625,18.672708333333333,15.011458333333334,15.460208333333334,14.204875,20.192375,20.192375,18.610541666666666,18.610541666666666,13.212125
23.396708333333333,23.396708333333333,18.716291666666667,18.460208333333334,18.907125,15.211291666666666,15.638541666666667,14.395041666666666,20.549041666666668,20.549041666666668,18.791875,18.791875,13.367541666666666
23.699791666666666,23.699791666666666,18.956125,18.692041666666668,19.144791666666666,15.411625,15.818458333333334,14.586625,20.734125,20.734125,19.161458333333332,19.161458333333332,13.520541666666666
24.002208333333332,24.002208333333332,19.197541666666666,18.939375,19.363125,15.609958333333333,15.993375,14.773791666666666,20.920291666666667,20.920291666666667,19.529125,19.529125,13.675291666666666
24.30570833333333,24.30570833333333,19.438291666666668,19.176791666666666,19.596625,15.808708333333334,16.171541666666666,14.959958333333333,21.108791666666665,21.108791666666665,19.722791666666666,19.722791666666666,13.831625
24.606625,24.606625,19.681791666666665,19.401458333333334,19.806625,15.853791666666666,16.349208333333333,15.150125,21.643541666666668,21.643541666666668,20.285625,20.285625,13.985208333333333
24.910541666666667,24.910541666666667,19.921708333333335,19.63254166666667,20.031375,16.007125,16.528041666666667,15.341708333333333,21.835791666666665,21.835791666666665,20.475791666666666,20.475791666666666,14.139375
25.211541666666665,25.211541666666665,20.163458333333335,19.874625,20.267208333333333,16.206875,16.704208333333334,15.528375,22.019458333333333,22.019458333333333,20.845625,20.845625,14.293125
25.513458333333332,25.513458333333332,20.406291666666668,20.095458333333333,20.503791666666668,16.406458333333333,16.883125,15.715125,22.552125,22.552125,21.223875,21.223875,14.445625
25.814958333333333,25.814958333333333,20.646291666666666,20.327041666666666,20.721875,16.606208333333335,17.058958333333333,15.905958333333333,22.740708333333334,22.740708333333334,21.411875,21.411875,14.601375
26.118625,26.118625,20.887958333333334,20.546875,20.955625,16.806541666666668,17.236791666666665,16.097625,23.100375,23.100375,21.781708333333334,21.781708333333334,14.752541666666668
26.420708333333334,26.420708333333334,21.129625,20.784458333333333,21.393375,17.005375,17.415541666666666,16.288291666666666,23.288208333333333,23.288208333333333,21.971625,21.971541666666667,14.906208333333334
26.724375,26.724375,21.372708333333332,21.005875,21.866375,17.205208333333335,17.591875,16.476625,23.654375,23.654375,22.160541666666667,22.160541666666667,15.062708333333333
27.026958333333333,27.026958333333333,21.613041666666668,21.235041666666667,22.087958333333333,17.404958333333333,17.771041666666665,16.663291666666666,24.197125,24.197125,22.348791666666667,22.348791666666667,15.214041666666667
27.330041666666666,27.330041666666666,21.854708333333335,21.477625,22.322458333333334,17.605375,17.948541666666667,16.853708333333334,24.551541666666665,24.551541666666665,22.718708333333332,22.718708333333332,15.370208333333334
27.632625,27.632625,22.096541666666667,21.696958333333335,22.560125,17.80420833333333,18.126541666666668,17.045291666666667,24.739958333333334,24.739958333333334,23.105208333333334,23.105208333333334,15.521625
27.934291666666667,27.934291666666667,22.338375,21.928958333333334,22.785041666666668,18.003625,18.304625,17.231708333333334,24.930458333333334,24.930458333333334,23.285875,23.285875,15.677958333333333
28.239625,28.239625,22.580208333333335,22.143875,23.015125,18.203458333333334,18.482791666666667,17.417458333333332,25.114458333333335,25.114458333333335,23.655708333333333,23.655708333333333,15.830291666666668
28.539958333333335,28.539958333333335,22.82229166666667,22.371458333333333,23.258458333333333,18.403041666666667,18.660791666666668,17.608208333333334,25.472958333333334,25.472958333333334,24.222458333333332,24.222458333333332,15.982458333333334
28.843791666666668,28.843791666666668,23.064041666666668,22.821708333333333,23.483125,18.60354166666667,18.837458333333334,17.800208333333334,25.662875,25.662875,24.603708333333334,24.603708333333334,16.138541666666665
29.146791666666665,29.146791666666665,23.306041666666665,23.033958333333334,23.718875,18.802375,19.017541666666666,17.989041666666665,25.848041666666667,25.848041666666667,24.791625,24.791625,16.289208333333335
29.449875,29.449875,23.548041666666666,23.270291666666665,23.956625,19.001875,19.194875,18.177541666666666,26.031541666666666,26.031541666666666,25.164125,25.164125,16.443708333333333
29.755541666666666,29.755541666666666,23.790041666666667,23.486125,24.410458333333334,19.201625,19.372208333333333,18.368875,26.386958333333332,26.386958333333332,25.354875,25.354875,16.596875
30.056791666666665,30.056791666666665,24.032125,23.721541666666667,24.63029166666667,19.401208333333333,19.550458333333335,18.557541666666665,26.575041666666667,26.575041666666667,25.742541666666668,25.742541666666668,16.749708333333334
30.360125,30.360125,24.27370833333333,23.946291666666667,24.865041666666666,19.600875,19.727708333333332,18.744291666666665,26.766875,26.766875,25.928791666666665,25.928791666666665,16.904791666666668
30.664458333333332,30.664458333333332,24.516375,24.178125,25.086458333333333,19.800458333333335,19.906375,18.935041666666667,26.954458333333335,26.954458333333335,26.120958333333334,26.120958333333334,17.056791666666665
30.968125,30.968125,24.758625,24.403208333333332,25.320375,20.000208333333333,20.084375,19.126958333333334,27.138708333333334,27.138708333333334,26.50529166666667,26.50529166666667,17.209625
31.271958333333334,31.271958333333334,25.000791666666668,24.637208333333334,25.558208333333333,20.199875,20.262041666666665,19.314625,27.687541666666668,27.687541666666668,26.693625,26.693625,17.363541666666666
31.576125,31.576125,25.243125,24.878541666666667,26.010625,20.399541666666668,20.439791666666668,19.502541666666666,28.044458333333335,28.044458333333335,27.253708333333332,27.253708333333332,17.516791666666666
31.881208333333333,31.881208333333333,25.485458333333334,25.109625,26.458125,20.599291666666666,20.615708333333334,19.694125,28.231875,28.231875,27.825958333333332,27.825958333333332,17.669708333333332
32.184041666666666,32.184041666666666,25.72779166666667,25.324541666666665,26.903875,20.799125,20.791625,20.064375,28.424458333333334,28.424458333333334,28.021708333333333,28.021708333333333,17.822458333333334
32.487875,32.487875,25.969625,25.559708333333333,27.355708333333332,20.998541666666668,20.969291666666667,20.423541666666665,28.607875,28.607875,28.390125,28.390125,17.976208333333332
32.79354166666667,32.79354166666667,26.212625,25.776125,27.806958333333334,21.198375,21.145125,20.612375,28.800875,28.800875,28.585291666666667,28.585291666666667,18.127541666666666
33.09654166666667,33.09654166666667,26.454875,26.011541666666666,28.262041666666665,21.399041666666665,21.323541666666667,20.801541666666665,28.978958333333335,28.978958333333335,28.777125,28.777125,18.279041666666668
33.400875,33.400875,26.697625,26.231875,28.486625,21.598875,21.503208333333333,20.993541666666665,29.344375,29.344375,28.968041666666668,28.968041666666668,18.43220833333333
33.70520833333333,33.70520833333333,26.940125,26.464625,28.722291666666667,21.798541666666665,21.679375,21.362958333333335,29.523458333333334,29.523458333333334,29.166791666666665,29.166791666666665,18.584291666666665
34.009625,34.009625,27.182625,26.918125,28.960041666666665,21.998125,21.857458333333334,21.548291666666668,29.892375,29.892375,29.533708333333333,29.533708333333333,18.736291666666666
34.315375,34.315375,27.425291666666666,27.360541666666666,29.192125,22.198791666666665,22.035708333333332,21.735041666666667,30.07154166666667,30.07154166666667,29.719791666666666,29.719791666666666,18.888041666666666
34.61895833333333,34.61895833333333,27.668791666666667,27.597958333333334,29.645625,22.397708333333334,22.213625,21.926208333333335,30.437541666666668,30.437541666666668,29.910791666666668,29.910791666666668,19.038625
34.92429166666667,34.92429166666667,27.91154166666667,27.830041666666666,29.862375,22.597458333333332,22.393958333333334,22.11820833333333,30.61595833333333,30.61595833333333,30.103291666666667,30.103291666666667,19.191125
35.228541666666665,35.228541666666665,28.154291666666666,28.055625,30.095791666666667,22.797291666666666,22.571791666666666,22.307958333333332,30.97629166666667,30.97629166666667,30.478958333333335,30.478958333333335,19.343875
35.53329166666666,35.53329166666666,28.396208333333334,28.294458333333335,30.548791666666666,22.996625,22.750375,22.497875,31.163875,31.163875,30.672041666666665,30.672041666666665,19.495708333333333
35.838375,35.838375,28.639041666666667,28.533125,30.998708333333333,23.196791666666666,22.928208333333334,22.690041666666666,31.357041666666667,31.357041666666667,31.043958333333332,31.043958333333332,19.646375
36.143708333333336,36.143708333333336,28.881875,28.762541666666667,31.679875,23.397291666666668,23.104541666666666,22.879708333333333,31.535958333333333,31.535958333333333,31.416875,31.416875,19.798125
36.448875,36.448875,29.124791666666667,28.999458333333333,31.913625,23.597291666666667,23.282708333333332,23.069625,31.892125,31.892125,31.611958333333334,31.611958333333334,19.949708333333334
36.754375,36.754375,29.367708333333333,29.238458333333334,32.139625,23.797958333333334,23.460541666666668,23.261625,32.081125,32.081125,31.801708333333334,31.801708333333334,20.102958333333333
37.059875,37.059875,29.610625,29.470291666666668,32.375708333333336,23.997625,23.641125,23.453708333333335,32.27395833333333,32.27395833333333,32.173458333333336,32.173458333333336,20.253708333333332
37.36470833333333,37.36470833333333,29.853375,29.915625,32.61504166666667,24.19654166666667,23.817458333333335,23.639208333333332,32.456625,32.456625,32.547625,32.547625,20.406958333333332
37.67070833333333,37.67070833333333,30.096625,30.147541666666665,32.84529166666667,24.242125,23.995375,23.826208333333334,32.812875,32.812875,32.740541666666665,32.740541666666665,20.557125
37.97595833333333,37.97595833333333,30.339625,30.386958333333332,33.07995833333333,24.396291666666666,24.173958333333335,24.017625,33.00570833333333,33.00570833333333,32.930458333333334,32.930458333333334,20.709041666666668
38.283125,38.283125,30.582708333333333,30.626541666666668,33.32020833333333,24.596291666666666,24.351958333333332,24.209458333333334,33.189458333333334,33.189458333333334,33.129041666666666,33.129041666666666,20.860875
38.587208333333336,38.587208333333336,30.825791666666667,31.073458333333335,33.55379166666667,24.796791666666667,24.530708333333333,24.401041666666668,33.382125,33.382125,33.312625,33.312625,21.012375
38.89304166666667,38.89304166666667,31.068708333333333,31.30570833333333,33.99829166666667,24.996458333333333,24.710958333333334,24.586875,33.56970833333333,33.56970833333333,33.50904166666667,33.50904166666667,21.165541666666666
39.198708333333336,39.198708333333336,31.312125,31.544875,34.233875,25.19579166666667,24.889458333333334,24.774708333333333,33.755125,33.755125,33.69745833333333,33.69745833333333,21.315791666666666
39.50504166666666,39.50504166666666,31.555291666666665,31.780791666666666,34.707125,25.395208333333333,25.066041666666667,24.966208333333334,33.94529166666667,33.94529166666667,34.073125,34.073125,21.467458333333333
39.81270833333333,39.81270833333333,31.798375,32.22870833333333,35.38245833333333,25.595708333333334,25.246458333333333,25.156875,34.130541666666666,34.130541666666666,34.266958333333335,34.266958333333335,21.620291666666667
40.117125,40.117125,32.041291666666666,32.45695833333333,35.625625,25.794875,25.423041666666666,25.346375,34.49120833333333,34.49120833333333,34.648875,34.648875,21.771791666666665
40.42370833333333,40.42370833333333,32.285125,32.69295833333333,35.86304166666667,25.994791666666668,25.601708333333335,25.538875,34.675958333333334,34.675958333333334,34.833625,34.833625,21.923708333333334
40.730375,40.730375,32.52795833333333,32.93120833333333,36.30929166666667,26.194375,25.779958333333333,25.726125,34.866625,34.866625,35.039791666666666,35.039791666666666,22.074541666666665
41.036541666666665,41.036541666666665,32.771541666666664,33.150958333333335,36.774541666666664,26.394291666666668,25.958625,25.91454166666667,35.052125,35.052125,35.216625,35.216625,22.22704166666667
41.343291666666666,41.343291666666666,33.01529166666667,33.385625,37.013958333333335,26.594375,26.139291666666665,26.106625,35.236958333333334,35.236958333333334,35.408625,35.408625,22.378625
41.650625,41.650625,33.25879166666667,33.628625,37.23345833333333,26.794291666666666,26.315875,26.476208333333332,35.414208333333335,35.414208333333335,35.602125,35.602125,22.530208333333334
41.957125,41.95695833333333,33.50204166666666,33.86579166666667,37.47195833333333,26.994875,26.494291666666665,26.667875,35.59920833333333,35.59920833333333,35.790875,35.790875,22.681625
42.263875,42.263875,33.74579166666667,34.079791666666665,37.710125,27.194458333333333,26.673208333333335,26.854541666666666,35.78404166666667,35.78404166666667,36.17704166666667,36.17704166666667,22.833125
42.571375,42.571375,33.989125,34.318958333333335,37.94804166666667,27.394291666666668,26.851625,27.041875,35.96120833333333,35.96120833333333,36.366625,36.366625,22.984458333333333
42.87920833333333,42.87920833333333,34.23229166666667,34.537625,38.401125,27.594125,27.030458333333332,27.233625,36.14629166666667,36.14629166666667,36.562958333333334,36.562958333333334,23.135958333333335
43.187041666666666,43.187041666666666,34.47629166666667,34.77354166666667,39.073625,27.792875,27.210958333333334,27.426041666666666,36.508375,36.508375,36.941625,36.941625,23.287458333333333
43.49645833333334,43.49645833333334,34.720125,34.988458333333334,39.30979166666667,27.992708333333333,27.387791666666665,27.617208333333334,36.69329166666667,36.69329166666667,37.12504166666667,37.12504166666667,23.438708333333334
43.802791666666664,43.802791666666664,34.963541666666664,35.22920833333333,39.54470833333333,28.193458333333332,27.568375,27.80495833333333,37.05504166666667,37.05504166666667,37.322291666666665,37.322291666666665,23.590208333333333
44.109791666666666,44.109791666666666,35.207458333333335,35.462291666666665,39.769041666666666,28.393375,27.747208333333333,27.99245833333333,37.242958333333334,37.242958333333334,37.69320833333333,37.69320833333333,23.741375
44.417458333333336,44.417458333333336,35.450541666666666,35.688291666666665,40.00579166666667,28.592208333333332,27.923791666666666,28.184291666666667,37.432375,37.432375,37.887458333333335,37.887458333333335,23.892208333333333
44.727625,44.727625,35.694875,35.920875,40.244625,28.792041666666666,28.102708333333332,28.376458333333332,37.617625,37.617625,38.45495833333333,38.45495833333333,24.043541666666666
45.035375,45.035375,35.938625,36.16320833333333,40.48254166666667,28.991958333333333,28.281375,28.567375,37.97570833333333,37.97570833333333,38.647958333333335,38.647958333333335,24.194458333333333
45.344625,45.344625,36.18204166666667,36.399375,40.93995833333334,29.192541666666667,28.460125,28.759375,38.164208333333335,38.164208333333335,39.03220833333334,39.03220833333334,24.345708333333334
